30,9.70E-03,4.70E-03,275,,,,,,,,,,
50,5.84E-03,7.80E-03,274,,,,,,,,,,
100,4.05E-03,5.67E-03,274,,,,,,,,,,
200,1.99E-03,1.10E-02,274,,,,,,,,,,
300,9.44E-04,1.20E-02,276,,,,,,,,,,
500,4.86E-04,1.90E-02,278,,,,,,,,,,
700,2.82E-04,2.60E-02,284,,,,,,,,,,
1000,1.25E-04,3.10E-02,294,,,,,,,,,,
