0.000000000000000e+000	-7.076017e-004
9.999999960041972e-013	-7.076017e-004
1.999999992008394e-012	-7.076017e-004
1.479999994086212e-010	-7.076017e-004
2.939999988252341e-010	-7.076017e-004
4.399999982418469e-010	-7.076017e-004
5.859999976584598e-010	-7.076017e-004
7.319999970750726e-010	-7.076017e-004
8.779999964916855e-010	-7.076017e-004
1.023999995908298e-009	-7.076017e-004
2.047999991816596e-009	-7.076017e-004
3.242568088926243e-009	-7.076014e-004
5.146254137606250e-009	-7.076004e-004
7.456788674266185e-009	-7.075954e-004
1.079044416301542e-008	-7.075723e-004
1.491391885519112e-008	-7.074899e-004
1.999666803119188e-008	-7.072442e-004
2.539771837077902e-008	-7.066839e-004
3.161013216271836e-008	-7.053157e-004
4.159628857577945e-008	-7.010408e-004
5.279629262940205e-008	-6.919219e-004
6.927868561641699e-008	-6.678655e-004
9.038940079411867e-008	-6.139442e-004
1.295072737904484e-007	-4.595370e-004
1.683208759180387e-007	-2.540261e-004
2.031780906177511e-007	-3.271879e-005
2.402400197418536e-007	2.225001e-004
2.758496535603332e-007	4.730037e-004
3.361434255716824e-007	8.925017e-004
4.282683560155123e-007	1.519364e-003
5.282683560155122e-007	2.189746e-003
1.128268356015512e-006	6.207108e-003
1.728268356015512e-006	1.021567e-002
2.328268356015511e-006	1.421542e-002
2.928268356015511e-006	1.820638e-002
3.528268356015511e-006	2.218853e-002
4.128268356015510e-006	2.616188e-002
4.728268356015508e-006	3.012643e-002
6.899696927444082e-006	4.441254e-002
9.071125498872655e-006	5.853681e-002
1.124255407030123e-005	7.249923e-002
1.341398264172980e-005	8.629982e-002
1.558541121315837e-005	9.993856e-002
1.775683978458695e-005	1.134155e-001
1.992826835601552e-005	1.267305e-001
2.329969692744412e-005	1.470516e-001
2.667112549887272e-005	1.667981e-001
3.004255407030133e-005	1.859701e-001
3.341398264172994e-005	2.045674e-001
3.678541121315853e-005	2.225903e-001
4.015683978458714e-005	2.400386e-001
4.352826835601573e-005	2.569123e-001
4.828541121315871e-005	2.796005e-001
5.304255407030168e-005	3.007763e-001
5.779969692744466e-005	3.204397e-001
6.255683978458763e-005	3.385907e-001
6.731398264173061e-005	3.552292e-001
7.207112549887358e-005	3.703553e-001
7.682826835601654e-005	3.839689e-001
8.007112549887377e-005	3.922505e-001
8.331398264173099e-005	3.997590e-001
8.655683978458821e-005	4.064943e-001
8.979969692744544e-005	4.124565e-001
9.304255407030265e-005	4.176456e-001
9.628541121315988e-005	4.220615e-001
9.952826835601710e-005	4.257043e-001
9.962826835601710e-005	4.258042e-001
1.016139826417314e-004	4.276333e-001
1.035996969274458e-004	4.291760e-001
1.055854112131601e-004	4.304322e-001
1.075711254988744e-004	4.314021e-001
1.095568397845888e-004	4.320855e-001
1.115425540703031e-004	4.324825e-001
1.135282683560174e-004	4.325932e-001
1.158282683560175e-004	4.323644e-001
1.181282683560176e-004	4.317709e-001
1.204282683560176e-004	4.308126e-001
1.227282683560177e-004	4.294896e-001
1.250282683560177e-004	4.278018e-001
1.273282683560178e-004	4.257492e-001
1.296282683560178e-004	4.233319e-001
1.338282683560179e-004	4.179423e-001
1.380282683560180e-004	4.115121e-001
1.422282683560181e-004	4.040415e-001
1.464282683560182e-004	3.955303e-001
1.506282683560183e-004	3.859786e-001
1.548282683560184e-004	3.753864e-001
1.590282683560185e-004	3.637536e-001
1.648854112131615e-004	3.458317e-001
1.707425540703045e-004	3.266688e-001
1.765996969274475e-004	3.062650e-001
1.824568397845905e-004	2.846202e-001
1.883139826417335e-004	2.617345e-001
1.941711254988765e-004	2.376078e-001
2.000282683560195e-004	2.122401e-001
2.020282683560196e-004	2.035353e-001
2.054568397845911e-004	1.883602e-001
2.088854112131626e-004	1.730711e-001
2.123139826417341e-004	1.576681e-001
2.157425540703056e-004	1.421513e-001
2.191711254988771e-004	1.265205e-001
2.225996969274487e-004	1.107758e-001
2.260282683560202e-004	9.491724e-002
2.284282683560202e-004	8.384081e-002
2.308282683560203e-004	7.279802e-002
2.332282683560203e-004	6.178886e-002
2.356282683560204e-004	5.081335e-002
2.380282683560205e-004	3.987148e-002
2.404282683560205e-004	2.896324e-002
2.428282683560206e-004	1.808865e-002
