1.00000000000000e+002	,-6.46911112925185e+001,1.64643063593882e+002
1.02329299228075e+002	,-6.43061851220228e+001,1.65037191384914e+002
1.04712854805090e+002	,-6.39205235554686e+001,1.65425157475944e+002
1.07151930523761e+002	,-6.35341496481183e+001,1.65807058321555e+002
1.09647819614318e+002	,-6.31470854848625e+001,1.66182993316401e+002
1.12201845430196e+002	,-6.27593522268029e+001,1.66553064445377e+002
1.14815362149688e+002	,-6.23709701489931e+001,1.66917376082480e+002
1.17489755493953e+002	,-6.19819585869074e+001,1.67276034687459e+002
1.20226443461741e+002	,-6.15923359394659e+001,1.67629148699932e+002
1.23026877081238e+002	,-6.12021197657410e+001,1.67976828171315e+002
1.25892541179417e+002	,-6.08113266629140e+001,1.68319184754181e+002
1.28824955169313e+002	,-6.04199723990417e+001,1.68656331266814e+002
1.31825673855641e+002	,-6.00280718023453e+001,1.68988381817502e+002
1.34896288259165e+002	,-5.96356388604249e+001,1.69315451367198e+002
1.38038426460288e+002	,-5.92426866811404e+001,1.69637655703664e+002
1.41253754462275e+002	,-5.88492274925430e+001,1.69955111311221e+002
1.44543977074593e+002	,-5.84552726766945e+001,1.70267935152074e+002
1.47910838816821e+002	,-5.80608327832859e+001,1.70576244584082e+002
1.51356124843621e+002	,-5.76659174850452e+001,1.70880157232423e+002
1.54881661891248e+002	,-5.72705356376698e+001,1.71179790862755e+002
1.58489319246111e+002	,-5.68746952380624e+001,1.71475263337303e+002
1.62181009735893e+002	,-5.64784034725403e+001,1.71766692399858e+002
1.65958690743756e+002	,-5.60816666729980e+001,1.72054195695745e+002
1.69824365246174e+002	,-5.56844903797931e+001,1.72337890610982e+002
1.73780082874937e+002	,-5.52868792634000e+001,1.72617894219546e+002
1.77827941003892e+002	,-5.48888371961158e+001,1.72894323265568e+002
1.81970085860998e+002	,-5.44903672068553e+001,1.73167293973611e+002
1.86208713666287e+002	,-5.40914714981094e+001,1.73436922062198e+002
1.90546071796324e+002	,-5.36921514484583e+001,1.73703322667598e+002
1.94984459975804e+002	,-5.32924075778791e+001,1.73966610316137e+002
1.99526231496888e+002	,-5.28922395796273e+001,1.74226898811182e+002
2.04173794466953e+002	,-5.24916462768027e+001,1.74484301212158e+002
2.08929613085404e+002	,-5.20906256518157e+001,1.74738929777306e+002
2.13796208950223e+002	,-5.16891747897235e+001,1.74990895939165e+002
2.18776162394955e+002	,-5.12872899127298e+001,1.75240310217048e+002
2.23872113856834e+002	,-5.08849663338450e+001,1.75487282206895e+002
2.29086765276777e+002	,-5.04821984538756e+001,1.75731920524127e+002
2.34422881531992e+002	,-5.00789797495507e+001,1.75974332740612e+002
2.39883291901949e+002	,-4.96753027356398e+001,1.76214625373746e+002
2.45470891568503e+002	,-4.92711589581301e+001,1.76452903821502e+002
2.51188643150958e+002	,-4.88665389718179e+001,1.76689272300164e+002
2.57039578276886e+002	,-4.84614323109408e+001,1.76923833819656e+002
2.63026799189538e+002	,-4.80558274529010e+001,1.77156690109532e+002
2.69153480392691e+002	,-4.76497118043240e+001,1.77387941580935e+002
2.75422870333816e+002	,-4.72430716486857e+001,1.77617687265420e+002
2.81838293126445e+002	,-4.68358921362643e+001,1.77846024738470e+002
2.88403150312660e+002	,-4.64281572179738e+001,1.78073050054822e+002
2.95120922666638e+002	,-4.60198496232264e+001,1.78298857687472e+002
3.01995172040201e+002	,-4.56109508065856e+001,1.78523540428490e+002
3.09029543251358e+002	,-4.52014409038943e+001,1.78747189327449e+002
3.16227766016837e+002	,-4.47912986850800e+001,1.78969893569702e+002
3.23593656929628e+002	,-4.43805014843193e+001,1.79191740364906e+002
3.31131121482590e+002	,-4.39690251618216e+001,1.79412814887916e+002
3.38844156139202e+002	,-4.35568440211886e+001,1.79633200082052e+002
3.46736850452531e+002	,-4.31439307618234e+001,1.79852976582778e+002
3.54813389233575e+002	,-4.27302563969949e+001,-1.79927777470249e+002
3.63078054770101e+002	,-4.23157901682059e+001,-1.79708986588242e+002
3.71535229097172e+002	,-4.19004994834865e+001,-1.79490578094788e+002
3.80189396320560e+002	,-4.14843498164228e+001,-1.79272482361037e+002
3.89045144994280e+002	,-4.10673046185856e+001,-1.79054632977505e+002
3.98107170553496e+002	,-4.06493252145706e+001,-1.78836967032602e+002
4.07380277804112e+002	,-4.02303707042105e+001,-1.78619425340670e+002
4.16869383470335e+002	,-3.98103978413617e+001,-1.78401952763065e+002
4.26579518801592e+002	,-3.93893609168134e+001,-1.78184498472707e+002
4.36515832240165e+002	,-3.89672116255664e+001,-1.77967016364240e+002
4.46683592150962e+002	,-3.85438989332134e+001,-1.77749465377623e+002
4.57088189614874e+002	,-3.81193689185135e+001,-1.77531809940548e+002
4.67735141287197e+002	,-3.76935646249444e+001,-1.77314020425503e+002
4.78630092322637e+002	,-3.72664258833201e+001,-1.77096073640548e+002
4.89778819368445e+002	,-3.68378891304554e+001,-1.76877953411830e+002
5.01187233627271e+002	,-3.64078872135315e+001,-1.76659651143696e+002
5.12861383991364e+002	,-3.59763491797492e+001,-1.76441166546287e+002
5.24807460249771e+002	,-3.55432000508208e+001,-1.76222508326885e+002
5.37031796370251e+002	,-3.51083605739913e+001,-1.76003695039690e+002
5.49540873857623e+002	,-3.46717469673972e+001,-1.75784755968688e+002
5.62341325190348e+002	,-3.42332706322094e+001,-1.75565732120821e+002
5.75439937337155e+002	,-3.37928378469679e+001,-1.75346677338268e+002
5.88843655355587e+002	,-3.33503494374572e+001,-1.75127659513956e+002
6.02559586074356e+002	,-3.29057004226599e+001,-1.74908761930940e+002
6.16595001861481e+002	,-3.24587796214782e+001,-1.74690084784715e+002
6.30957344480192e+002	,-3.20094692374710e+001,-1.74471746827534e+002
6.45654229034654e+002	,-3.15576443983008e+001,-1.74253887259103e+002
6.60693448007594e+002	,-3.11031726617935e+001,-1.74036667772014e+002
6.76082975391980e+002	,-3.06459134697135e+001,-1.73820274886394e+002
6.91830970918935e+002	,-3.01857175597441e+001,-1.73604922547760e+002
7.07945784384136e+002	,-2.97224263162792e+001,-1.73390855036783e+002
7.24435960074988e+002	,-2.92558710628950e+001,-1.73178350255892e+002
7.41310241300916e+002	,-2.87858722832659e+001,-1.72967723419102e+002
7.58577575029182e+002	,-2.83122387667041e+001,-1.72759331234363e+002
7.76247116628690e+002	,-2.78347666673842e+001,-1.72553576636488e+002
7.94328234724279e+002	,-2.73532384641461e+001,-1.72350914166599e+002
8.12830516164097e+002	,-2.68674218137362e+001,-1.72151856094146e+002
8.31763771102669e+002	,-2.63770682791810e+001,-1.71956979422140e+002
8.51138038202374e+002	,-2.58819119190925e+001,-1.71766933911060e+002
8.70963589956078e+002	,-2.53816677205860e+001,-1.71582451307835e+002
8.91250938133743e+002	,-2.48760298509637e+001,-1.71404356000848e+002
9.12010839355907e+002	,-2.43646697134707e+001,-1.71233577346556e+002
9.33254300796988e+002	,-2.38472337648861e+001,-1.71071164017978e+002
9.54992586021433e+002	,-2.33233410821124e+001,-1.70918300743381e+002
9.77237220955808e+002	,-2.27925806233124e+001,-1.70776327919790e+002
9.99999999999997e+002	,-2.22545081594049e+001,-1.70646764700012e+002
1.02329299228075e+003	,-2.17086428185086e+001,-1.70531336298089e+002
1.04712854805090e+003	,-2.11544631985033e+001,-1.70432006407912e+002
1.07151930523760e+003	,-2.05914029871638e+001,-1.70351015923050e+002
1.09647819614318e+003	,-2.00188460298301e+001,-1.70290929372466e+002
1.12201845430196e+003	,-1.94361207773778e+001,-1.70254690948642e+002
1.14815362149688e+003	,-1.88424940477866e+001,-1.70245692458787e+002
1.17489755493953e+003	,-1.82371640388303e+001,-1.70267856223919e+002
1.20226443461741e+003	,-1.76192525410058e+001,-1.70325736823664e+002
1.23026877081238e+003	,-1.69877963338551e+001,-1.70424646740016e+002
1.25892541179416e+003	,-1.63417377969022e+001,-1.70570812515735e+002
1.28824955169313e+003	,-1.56799148741758e+001,-1.70771570123976e+002
1.31825673855640e+003	,-1.50010506967207e+001,-1.71035611015891e+002
1.34896288259165e+003	,-1.43037434644647e+001,-1.71373294100750e+002
1.38038426460288e+003	,-1.35864576726790e+001,-1.71797043950972e+002
1.41253754462275e+003	,-1.28475185902896e+001,-1.72321862274184e+002
1.44543977074592e+003	,-1.20851132523924e+001,-1.72965988665860e+002
1.47910838816820e+003	,-1.12973034984607e+001,-1.73751758164844e+002
1.51356124843620e+003	,-1.04820603657182e+001,-1.74706717287376e+002
1.54881661891248e+003	,-9.63733545757380e+000,-1.75865075854697e+002
1.58489319246111e+003	,-8.76119540022801e+000,-1.77269584710647e+002
1.62181009735892e+003	,-7.85206280865004e+000,-1.78973927513486e+002
1.65958690743755e+003	,-6.90913511654611e+000,1.78954330947787e+002
1.69824365246174e+003	,-5.93309567192505e+000,1.76430353821657e+002
1.73780082874937e+003	,-4.92729139046034e+000,1.73348721621456e+002
1.77827941003892e+003	,-3.89961460140936e+000,1.69581661472720e+002
1.81970085860998e+003	,-2.86533025560481e+000,1.64982172514156e+002
1.86208713666286e+003	,-1.85084505625194e+000,1.59398604858341e+002
1.90546071796324e+003	,-8.97522502194759e-001,1.52710769164382e+002
1.94984459975804e+003	,-6.26779596451869e-002,1.44896001063976e+002
1.99526231496887e+003	,5.87403144991679e-001,1.36114420086353e+002
2.04173794466952e+003	,9.96110151280670e-001,1.26760512993651e+002
2.08929613085403e+003	,1.14045294280162e+000,1.17404769514388e+002
2.13796208950222e+003	,1.04274154200184e+000,1.08619366571658e+002
2.18776162394954e+003	,7.59260315853343e-001,1.00802619615298e+002
2.23872113856833e+003	,3.56368066630723e-001,9.41183497029832e+001
2.29086765276776e+003	,-1.08329739410795e-001,8.85462056782907e+001
2.34422881531991e+003	,-5.93144839015604e-001,8.39669289623682e+001
2.39883291901948e+003	,-1.07139882629632e+000,8.02289242657210e+001
2.45470891568502e+003	,-1.52762503236145e+000,7.71848278441618e+001
2.51188643150957e+003	,-1.95378742387045e+000,7.47063600891018e+001
2.57039578276885e+003	,-2.34643625316240e+000,7.26875801867025e+001
2.63026799189537e+003	,-2.70481217325239e+000,7.10431639749088e+001
2.69153480392690e+003	,-3.02965892516986e+000,6.97051044199785e+001
2.75422870333815e+003	,-3.32250610319627e+000,6.86193168971401e+001
2.81838293126444e+003	,-3.58524658270344e+000,6.77426827080634e+001
2.88403150312659e+003	,-3.81989332870135e+000,6.70406489802538e+001
2.95120922666637e+003	,-4.02844363954043e+000,6.64853439703313e+001
3.01995172040200e+003	,-4.21280703252621e+000,6.60541198577502e+001
3.09029543251358e+003	,-4.37477042972141e+000,6.57284327781192e+001
3.16227766016836e+003	,-4.51598488923970e+000,6.54929825281319e+001
3.23593656929627e+003	,-4.63796448864089e+000,6.53350499871580e+001
3.31131121482590e+003	,-4.74209178193026e+000,6.52439845048207e+001
3.38844156139201e+003	,-4.82962653621368e+000,6.52108050758915e+001
3.46736850452530e+003	,-4.90171582683570e+000,6.52278881080542e+001
3.54813389233574e+003	,-4.95940439272501e+000,6.52887213837948e+001
3.63078054770100e+003	,-5.00364464745475e+000,6.53877088957734e+001
3.71535229097171e+003	,-5.03530603575362e+000,6.55200150150098e+001
3.80189396320559e+003	,-5.05518359906752e+000,6.56814392564039e+001
3.89045144994279e+003	,-5.06400571423498e+000,6.58683149936362e+001
3.98107170553495e+003	,-5.06244102552341e+000,6.60774270401865e+001
4.07380277804111e+003	,-5.05110462005500e+000,6.63059441793421e+001
4.16869383470333e+003	,-5.03056351017879e+000,6.65513636116944e+001
4.26579518801591e+003	,-5.00134149072820e+000,6.68114649594002e+001
4.36515832240164e+003	,-4.96392343793214e+000,6.70842719736197e+001
4.46683592150961e+003	,-4.91875911351401e+000,6.73680204868807e+001
4.57088189614873e+003	,-4.86626653146189e+000,6.76611314548135e+001
4.67735141287196e+003	,-4.80683494005740e+000,6.79621881641354e+001
4.78630092322636e+003	,-4.74082746589134e+000,6.82699168678636e+001
4.89778819368444e+003	,-4.66858346079922e+000,6.85831702555468e+001
5.01187233627270e+003	,-4.59042058845303e+000,6.89009132756707e+001
5.12861383991362e+003	,-4.50663668208492e+000,6.92222109201826e+001
5.24807460249770e+003	,-4.41751140175818e+000,6.95462176512707e+001
5.37031796370250e+003	,-4.32330771499896e+000,6.98721682121163e+001
5.49540873857622e+003	,-4.22427322248349e+000,7.01993696009049e+001
5.62341325190346e+003	,-4.12064134730936e+000,7.05271940368193e+001
5.75439937337154e+003	,-4.01263240394366e+000,7.08550727654578e+001
5.88843655355586e+003	,-3.90045456112488e+000,7.11824905845764e+001
6.02559586074354e+003	,-3.78430471113620e+000,7.15089809855127e+001
6.16595001861479e+003	,-3.66436925623358e+000,7.18341218266310e+001
6.30957344480190e+003	,-3.54082482166940e+000,7.21575314645652e+001
6.45654229034652e+003	,-3.41383890374726e+000,7.24788652849739e+001
6.60693448007592e+003	,-3.28357045997592e+000,7.27978125788089e+001
6.76082975391978e+003	,-3.15017044792621e+000,7.31140937231294e+001
6.91830970918932e+003	,-3.01378231819460e+000,7.34274576267699e+001
7.07945784384134e+003	,-2.87454246653311e+000,7.37376794122083e+001
7.24435960074986e+003	,-2.73258064942021e+000,7.40445583035392e+001
7.41310241300913e+003	,-2.58802036681712e+000,7.43479156988698e+001
7.58577575029179e+003	,-2.44097921565474e+000,7.46475934075324e+001
7.76247116628687e+003	,-2.29156921677529e+000,7.49434520332849e+001
7.94328234724277e+003	,-2.13989711812550e+000,7.52353694890927e+001
8.12830516164094e+003	,-1.98606467643654e+000,7.55232396313585e+001
8.31763771102666e+003	,-1.83016891944728e+000,7.58069710000290e+001
8.51138038202371e+003	,-1.67230239048149e+000,7.60864856568081e+001
8.70963589956075e+003	,-1.51255337700966e+000,7.63617181109571e+001
8.91250938133740e+003	,-1.35100612457368e+000,7.66326143256213e+001
9.12010839355904e+003	,-1.18774103743338e+000,7.68991307977001e+001
9.33254300796985e+003	,-1.02283486692543e+000,7.71612337045888e+001
9.54992586021430e+003	,-8.56360888723892e-001,7.74188981137595e+001
9.77237220955804e+003	,-6.88389069758408e-001,7.76721072477429e+001
9.99999999999993e+003	,-5.18986225641608e-001,7.79208518026774e+001
1.02329299228075e+004	,-3.48216169384955e-001,7.81651293148314e+001
1.04712854805089e+004	,-1.76139851966077e-001,7.84049435719847e+001
1.07151930523760e+004	,-2.81549539431336e-003,7.86403040660613e+001
1.09647819614318e+004	,1.71701281210452e-001,7.88712254847294e+001
1.12201845430196e+004	,3.47357342057993e-001,7.90977272383282e+001
1.14815362149688e+004	,5.24101921214964e-001,7.93198330202075e+001
1.17489755493952e+004	,7.01886514802010e-001,7.95375703980786e+001
1.20226443461740e+004	,8.80664778528399e-001,7.97509704338542e+001
1.23026877081237e+004	,1.06039243023175e+000,7.99600673305884e+001
1.25892541179416e+004	,1.24102715710300e+000,8.01648981044696e+001
1.28824955169313e+004	,1.42252852736023e+000,8.03655022797164e+001
1.31825673855640e+004	,1.60485790606749e+000,8.05619216059571e+001
1.34896288259164e+004	,1.78797837493203e+000,8.07541997951016e+001
1.38038426460288e+004	,1.97185465579534e+000,8.09423822779516e+001
1.41253754462274e+004	,2.15645303767516e+000,8.11265159778618e+001
1.44543977074592e+004	,2.34174130713369e+000,8.13066491015150e+001
1.47910838816820e+004	,2.52768868183056e+000,8.14828309446128e+001
1.51356124843620e+004	,2.71426574708136e+000,8.16551117122760e+001
1.54881661891247e+004	,2.90144439527723e+000,8.18235423529712e+001
1.58489319246110e+004	,3.08919776801925e+000,8.19881744048330e+001
1.62181009735892e+004	,3.27750020086151e+000,8.21490598535097e+001
1.65958690743755e+004	,3.46632717049115e+000,8.23062510016655e+001
1.69824365246173e+004	,3.65565524428851e+000,8.24598003476405e+001
1.73780082874936e+004	,3.84546203209772e+000,8.26097604748560e+001
1.77827941003891e+004	,4.03572614016027e+000,8.27561839487721e+001
1.81970085860997e+004	,4.22642712705985e+000,8.28991232233083e+001
1.86208713666285e+004	,4.41754546163807e+000,8.30386305541058e+001
1.90546071796323e+004	,4.60906248274231e+000,8.31747579195419e+001
1.94984459975803e+004	,4.80096036076878e+000,8.33075569480947e+001
1.99526231496887e+004	,4.99322206088210e+000,8.34370788519432e+001
2.04173794466951e+004	,5.18583130786827e+000,8.35633743664835e+001
2.08929613085402e+004	,5.37877255252307e+000,8.36864936951029e+001
2.13796208950222e+004	,5.57203093952130e+000,8.38064864590695e+001
2.18776162394954e+004	,5.76559227670485e+000,8.39234016518741e+001
2.23872113856832e+004	,5.95944300571910e+000,8.40372875979455e+001
2.29086765276776e+004	,6.15357017393752e+000,8.41481919153922e+001
